Year_Birth,Education,Marital_Status,Income,Children,Teens,DaysSinceLastPurchase,Alcohol,Fruits,Meats,Vegetables,Grains,Discounts,WebPurchases,StorePurchases
1954,Graduate,Single,37000,0,1,0,213,9,25,4,3,3,5,5
1959,Graduate,Married,37000,1,1,71,21,5,6,10,1,3,1,4
1974,Graduate,Married,37000,1,0,50,194,55,45,15,0,3,4,8
1957,College,Single,37000,0,1,53,204,5,13,17,0,3,5,4
1971,Graduate,Married,38000,1,1,20,30,0,7,0,0,3,2,4
1955,Graduate,Married,38000,1,1,62,56,0,14,0,0,3,3,3
1955,Graduate,Married,38000,1,1,62,56,0,14,0,0,3,3,3
1984,Graduate,Married,38000,1,0,6,70,6,23,2,3,3,3,4
1969,College,Single,38000,1,0,74,39,0,19,20,8,3,3,3
1969,College,Single,38000,1,0,74,39,0,19,20,8,3,3,3
1954,College,Married,39000,1,1,92,34,1,14,0,0,3,2,3
1954,College,Married,39000,1,1,92,34,1,14,0,0,3,2,3
1972,Graduate,Single,39000,1,1,2,38,4,7,3,3,3,3,3
1972,Graduate,Single,39000,1,1,2,38,4,7,3,3,3,3,3
1986,College,Single,39000,1,0,1,94,1,11,13,12,3,4,4
1978,College,Single,39000,1,0,42,51,12,16,17,24,3,4,3
1981,Graduate,Single,40000,1,0,97,127,1,19,0,1,3,4,3
1974,College,Married,40000,0,1,61,91,65,17,10,44,3,3,6
1982,College,Single,40000,1,0,36,139,13,26,20,13,3,7,3
1988,College,Single,40000,1,0,43,80,15,31,20,13,3,5,4
1968,College,Married,41000,1,1,80,24,2,8,0,8,3,2,3
1952,College,Single,41000,1,1,32,50,4,15,10,10,3,3,3
1968,Graduate,Divorced,41000,1,0,24,112,19,7,16,14,3,4,4
1968,Graduate,Divorced,41000,1,0,24,112,19,7,16,14,3,4,4
1976,Graduate,Single,42000,1,1,72,93,1,7,0,4,3,2,4
1980,College,Married,42000,1,1,51,53,5,6,2,13,3,3,3
1978,College,Single,42000,1,1,15,56,5,8,4,0,3,2,3
1978,College,Divorced,42000,0,1,15,27,5,7,8,3,3,3,4
1958,Graduate,Single,42000,0,1,90,67,15,27,17,11,3,1,4
1988,College,Single,42000,1,0,13,32,34,14,73,16,3,4,3
1977,Graduate,Married,43000,0,1,2,262,6,20,0,10,3,5,6
1971,College,Divorced,43000,0,1,87,91,3,17,2,1,3,4,4
1970,College,Single,43000,1,0,79,45,7,33,4,25,3,4,4
1966,College,Single,43000,2,1,83,18,1,11,6,3,3,2,4
1969,Graduate,Single,43000,1,0,64,159,2,17,6,2,3,4,5
1966,Graduate,Single,43000,0,1,0,275,11,23,25,7,3,5,8
1980,College,Married,44000,0,1,26,99,2,7,4,0,3,3,4
1969,Graduate,Married,44000,1,1,50,57,2,17,4,2,3,2,4
1968,Graduate,Single,44000,0,1,11,314,11,18,4,3,3,7,4
1978,College,Married,44000,1,1,19,20,0,14,7,3,3,2,4
1966,College,Single,44000,1,1,45,19,5,7,10,3,3,3,2
1959,College,Single,45000,0,1,11,159,0,7,2,1,3,4,4
1965,Graduate,Single,45000,0,1,74,202,5,25,11,5,3,6,5
1965,Graduate,Single,45000,0,1,74,202,5,25,11,5,3,6,5
1972,Graduate,Single,46000,1,1,6,68,0,16,0,0,3,2,4
1972,Graduate,Single,46000,1,1,6,68,0,16,0,0,3,2,4
1974,Graduate,Married,46000,0,1,1,408,0,7,0,0,3,7,7
1972,College,Single,46000,1,0,46,56,10,31,19,7,3,3,4
1960,Graduate,Married,47000,0,1,93,184,2,6,8,8,3,2,6
1976,College,Single,47000,0,1,52,254,7,36,20,0,3,6,5
1958,Graduate,Single,47000,0,1,37,170,6,32,24,12,3,6,5
1987,College,Single,47000,1,0,90,85,44,18,102,78,3,5,7
1949,Graduate,Single,48000,1,1,3,67,1,7,0,2,3,2,2
1957,College,Married,48000,0,1,56,198,2,14,0,12,3,4,6
1949,Graduate,Married,48000,0,1,24,173,2,13,3,2,3,5,4
1950,College,Single,48000,0,1,33,373,14,28,6,9,3,8,6
1974,College,Single,48000,1,0,39,97,3,22,12,7,3,4,4
1969,Graduate,Single,48000,0,0,73,389,91,83,64,49,3,6,13
1958,College,Married,48000,0,0,76,1039,43,68,153,58,3,2,12
1950,Graduate,Single,49000,1,2,79,28,1,7,3,0,3,2,3
1955,College,Married,49000,0,1,90,138,3,13,4,0,3,3,4
1951,College,Single,49000,0,1,45,494,5,27,7,0,3,7,9
1964,College,Married,49000,0,2,93,238,17,23,8,10,3,6,5
1971,Graduate,Single,49000,1,0,92,639,8,55,11,8,3,7,12
1963,Graduate,Divorced,49000,0,1,9,174,18,27,28,6,3,3,7
1958,College,Single,50000,0,1,4,212,6,23,4,12,3,6,5
1963,College,Married,50000,0,2,28,370,9,31,6,9,3,7,8
1956,College,Married,50000,0,2,91,369,9,29,12,14,3,6,8
1982,College,Single,50000,1,0,75,99,13,22,43,8,3,4,5
1956,Graduate,Married,51000,0,1,87,544,13,28,8,6,3,10,5
1968,College,Married,51000,1,1,10,117,0,7,13,0,3,4,3
1976,Graduate,Single,52000,1,1,39,42,0,6,0,0,3,2,3
1952,College,Divorced,52000,0,1,27,787,20,68,0,0,3,2,11
1964,College,Divorced,52000,0,1,95,631,0,38,10,7,3,9,10
1954,Graduate,Married,53000,1,1,40,84,3,20,2,1,3,3,4
1962,Graduate,Single,53000,0,1,69,492,0,12,7,0,3,6,8
1978,College,Single,53000,0,1,54,121,62,30,68,20,3,2,8
1973,College,Married,53000,1,0,7,384,25,97,130,41,3,8,6
1955,College,Single,54000,0,1,4,399,4,10,6,4,3,7,7
1961,Graduate,Married,54000,0,1,23,352,0,9,10,0,3,6,7
1949,Graduate,Single,54000,0,1,62,710,15,10,20,0,3,11,8
1951,College,Married,54000,0,2,86,335,42,42,28,5,3,7,8
1969,Graduate,Married,55000,0,1,65,1103,0,15,0,0,3,4,11
1969,Graduate,Married,55000,0,1,65,1103,0,15,0,0,3,4,11
1961,Graduate,Divorced,55000,0,1,55,1148,0,20,0,0,3,9,4
1956,Graduate,Single,55000,0,1,60,547,7,47,0,7,3,7,8
1971,College,Married,55000,1,1,76,111,16,12,7,9,3,3,5
1971,College,Married,55000,1,1,76,111,16,12,7,9,3,3,5
1959,College,Single,55000,0,1,87,197,107,76,7,59,3,5,11
1949,College,Single,55000,0,1,63,376,4,31,12,9,3,6,8
1971,College,Single,55000,0,1,59,371,17,79,23,24,3,7,11
1985,College,Married,55000,2,0,66,374,64,39,84,25,3,6,11
1984,College,Married,55000,1,0,21,238,115,72,169,69,3,5,13
1968,Graduate,Married,56000,0,1,63,447,0,9,0,0,3,8,6
1952,Graduate,Single,56000,0,1,62,1241,0,27,0,13,3,3,11
1967,Graduate,Married,56000,0,1,11,201,53,57,116,77,3,5,9
1971,Graduate,Single,57000,0,1,22,280,0,6,0,0,3,5,6
1963,Graduate,Single,57000,0,1,27,527,0,7,0,0,3,8,8
1967,Graduate,Single,57000,0,2,42,421,5,30,0,16,3,7,7
1965,Graduate,Married,57000,1,1,22,105,0,7,2,1,3,2,4
1950,College,Married,57000,0,1,40,296,13,35,11,13,3,4,9
1950,Graduate,Single,57000,1,1,48,67,4,11,17,2,3,2,4
1950,Graduate,Single,57000,1,1,48,67,4,11,17,2,3,2,4
1975,Graduate,Single,57000,0,1,46,226,22,44,41,31,3,4,8
1969,College,Married,57000,0,1,24,656,38,54,62,47,3,8,7
1969,College,Married,57000,0,1,24,656,38,54,62,47,3,8,7
1966,Graduate,Married,58000,0,1,14,383,0,18,6,4,3,8,6
1970,Graduate,Single,58000,0,1,24,580,6,19,8,0,3,7,6
1973,Graduate,Single,58000,0,1,29,243,11,40,10,3,3,4,8
1979,College,Married,58000,0,1,81,270,31,29,11,48,3,3,10
1953,College,Single,58000,0,0,44,299,5,67,21,21,3,5,8
1982,College,Married,58000,0,1,56,261,42,48,55,48,3,4,9
1959,College,Married,58000,0,1,66,221,104,56,102,78,3,9,8
1957,College,Single,58000,0,0,58,635,88,182,172,88,3,8,4
1949,Graduate,Married,59000,0,1,63,867,0,29,0,0,3,2,9
1952,Graduate,Divorced,59000,1,1,53,233,2,18,3,5,3,6,5
1962,Graduate,Divorced,59000,0,1,88,317,25,88,25,19,3,5,11
1989,College,Married,59000,1,0,77,35,40,37,36,40,3,3,7
1959,College,Divorced,59000,0,1,29,230,35,25,63,57,3,7,7
1964,Graduate,Married,59000,0,1,81,418,61,143,80,51,3,7,10
1967,Graduate,Single,59000,1,0,4,448,40,156,80,0,3,11,12
1961,College,Single,59000,0,1,6,341,142,38,259,151,3,6,12
1965,College,Married,60000,0,1,96,115,27,15,4,146,3,5,6
1955,College,Single,60000,0,1,83,473,21,59,19,21,3,9,9
1976,College,Married,60000,0,2,36,598,16,47,32,41,3,3,6
1965,College,Divorced,60000,0,1,17,584,44,71,46,8,3,11,8
1948,Graduate,Married,61000,0,2,69,410,16,38,0,5,3,5,10
1964,Graduate,Married,61000,0,1,90,1013,30,133,60,46,3,9,4
1976,College,Single,62000,0,1,12,641,7,28,0,30,3,10,7
1969,Graduate,Single,62000,0,1,38,512,0,28,0,0,3,6,10
1977,Graduate,Married,62000,0,1,27,1050,12,48,0,0,3,6,8
1960,College,Single,63000,0,1,83,526,28,45,10,21,3,5,12
1960,College,Single,63000,0,1,83,526,28,45,10,21,3,5,12
1961,Graduate,Single,63000,0,1,48,918,21,39,13,10,3,8,5
1961,Graduate,Single,63000,0,1,48,918,21,39,13,10,3,8,5
1965,Graduate,Married,63000,0,1,89,562,21,155,28,10,3,7,11
1962,College,Single,63000,0,1,99,362,17,133,80,35,3,5,5
1964,College,Married,63000,0,1,68,166,75,32,119,107,3,7,8
1978,College,Divorced,64000,0,1,63,587,43,112,42,87,3,11,9
1978,College,Divorced,64000,0,1,63,587,43,112,42,87,3,11,9
1968,College,Married,64000,0,1,57,387,84,47,73,35,3,4,12
1963,Graduate,Single,64000,0,1,30,420,15,62,151,38,3,5,13
1970,College,Married,64000,0,1,61,575,80,143,208,93,3,8,8
1975,College,Married,65000,0,1,55,790,19,44,12,0,3,8,13
1954,Graduate,Married,65000,0,1,0,384,0,34,21,32,3,6,9
1954,Graduate,Married,65000,0,1,0,384,0,34,21,32,3,6,9
1971,College,Married,65000,0,1,23,412,5,40,38,29,3,3,12
1957,Graduate,Single,65000,0,0,48,240,67,167,199,0,3,3,6
1957,Graduate,Single,65000,0,0,48,240,67,167,199,0,3,3,6
1948,Graduate,Single,66000,0,1,96,712,0,15,0,0,3,2,5
1966,Graduate,Single,66000,0,1,90,561,14,38,10,14,3,8,10
1971,Graduate,Divorced,66000,1,1,1,155,7,27,13,7,3,5,5
1976,College,Married,66000,0,1,21,507,19,121,25,47,3,9,10
1955,Graduate,Married,66000,0,1,1,1200,0,68,38,29,3,11,12
1957,Graduate,Married,67000,1,1,61,349,7,12,0,0,3,8,4
1966,College,Divorced,67000,0,1,12,357,35,90,28,28,3,6,12
1955,College,Married,67000,0,1,4,315,35,107,46,7,3,7,11
1956,College,Married,67000,0,1,72,465,71,83,93,35,3,9,12
1954,Graduate,Married,67000,0,0,1,496,36,153,189,60,3,4,6
1970,Graduate,Married,68000,0,1,45,1253,0,149,23,71,3,11,11
1974,Graduate,Single,68000,0,1,47,614,16,44,43,33,3,8,9
1949,Graduate,Single,68000,0,1,63,529,0,119,63,28,3,6,11
1949,Graduate,Single,68000,0,1,63,529,0,119,63,28,3,6,11
1964,College,Single,68000,0,1,96,897,126,65,91,112,3,10,7
1952,College,Divorced,69000,0,1,50,448,4,11,6,4,3,8,7
1968,Graduate,Divorced,70000,0,2,46,554,41,72,11,0,3,10,10
1966,Graduate,Single,70000,0,0,38,452,20,171,13,30,3,4,5
1975,College,Divorced,70000,1,0,89,1045,61,113,60,46,3,5,13
1976,Graduate,Single,70000,0,1,84,553,25,47,65,67,3,6,13
1976,Graduate,Divorced,70000,0,1,10,532,88,56,69,44,3,7,13
1976,Graduate,Divorced,70000,0,1,10,532,88,56,69,44,3,7,13
1954,Graduate,Married,70000,0,1,98,479,28,45,75,14,3,10,7
1965,Graduate,Married,70000,0,1,38,512,53,33,81,179,3,8,10
1969,College,Divorced,70000,0,1,95,312,21,69,102,92,3,7,10
1968,Graduate,Married,71000,0,1,80,554,35,38,0,7,3,5,12
1978,College,Divorced,71000,0,1,30,909,12,93,0,12,3,5,11
1973,College,Divorced,71000,1,0,80,958,159,149,20,0,3,2,12
1962,College,Married,71000,0,1,4,711,36,72,172,96,3,7,7
1971,Graduate,Married,72000,0,1,59,1000,0,25,0,0,3,3,9
1971,College,Single,72000,0,1,70,1224,28,47,0,14,3,3,5
1951,College,Married,72000,0,1,21,572,19,95,50,38,3,6,5
1954,College,Divorced,72000,0,1,4,531,69,100,150,138,3,5,8
1954,College,Divorced,72000,0,1,4,531,69,100,150,138,3,5,8
1965,College,Married,74000,0,1,92,811,76,143,99,137,3,10,9
1972,College,Married,78000,1,0,78,138,120,68,16,126,3,7,7
1967,College,Married,78000,0,1,93,1017,50,167,65,50,3,5,5
1948,Graduate,Single,78000,0,0,36,972,19,198,180,26,3,3,10
1973,College,Divorced,79000,0,1,99,321,11,103,33,26,3,9,5
1977,Graduate,Married,79000,0,1,42,721,0,51,119,50,3,7,12
1963,Graduate,Married,81000,0,1,17,1004,12,48,32,12,3,10,5
1959,College,Single,81000,1,1,48,505,137,134,104,22,3,11,11
1968,Graduate,Divorced,84000,1,1,57,866,21,50,28,21,3,2,12
1973,College,Divorced,90000,1,1,22,1126,28,70,37,28,3,4,4
1954,College,Married,93000,1,2,97,1279,15,96,20,0,3,3,7
1971,College,Married,0,1,1,82,71,1,16,0,0,4,2,3
1979,College,Single,8000,1,0,7,2,8,7,3,8,4,3,2
1992,HS,Single,8000,1,0,63,10,17,6,8,26,4,3,2
1973,College,Single,8000,1,0,54,5,3,7,12,7,4,3,3
1978,College,Single,8000,1,1,5,6,5,6,13,4,4,2,3
1985,College,Single,8000,1,0,98,5,17,6,13,14,4,2,3
1952,Graduate,Single,9000,1,1,52,12,0,7,4,2,4,3,3
1973,HS,Single,10000,1,0,7,6,17,16,6,16,4,3,3
1976,College,Divorced,13000,1,0,86,3,5,14,2,12,4,3,3
1970,College,Married,13000,1,1,48,9,4,6,10,2,4,3,3
1980,College,Married,15000,2,0,96,8,2,15,0,10,4,3,3
1980,College,Single,15000,1,0,71,6,4,7,6,36,4,2,3
1979,HS,Single,16000,1,1,42,3,9,6,7,8,4,1,4
1976,College,Married,17000,1,0,80,9,9,7,13,10,4,3,3
1978,College,Single,17000,1,0,96,12,23,13,30,18,4,3,3
1964,College,Single,19000,1,1,95,12,4,6,10,6,4,2,4
1964,College,Single,19000,1,1,95,12,4,6,10,6,4,2,4
1981,College,Married,19000,1,0,76,2,14,9,16,3,4,4,3
1968,College,Married,20000,1,1,47,14,3,7,2,1,4,3,2
1968,College,Married,20000,1,1,47,14,3,7,2,1,4,3,2
1974,Graduate,Single,21000,1,0,56,29,0,8,2,2,4,2,4
1986,Graduate,Single,22000,1,0,15,88,10,15,2,3,4,5,2
1986,College,Divorced,22000,1,0,38,7,17,6,6,10,4,4,3
1955,Graduate,Married,23000,1,1,38,27,0,7,0,0,4,2,4
1963,Graduate,Single,23000,1,1,98,35,0,7,0,0,4,2,3
1984,College,Married,23000,1,0,91,53,3,16,7,4,4,3,4
1972,College,Single,26000,1,1,49,15,8,16,11,5,4,2,4
1971,College,Single,27000,1,1,10,31,1,7,7,2,4,2,4
1961,College,Divorced,27000,2,1,50,30,5,7,8,9,4,2,4
1978,Graduate,Single,28000,1,0,90,152,9,40,12,12,4,6,4
1975,College,Married,28000,1,0,45,50,15,37,39,15,4,5,4
1966,Graduate,Divorced,29000,1,1,11,70,3,12,4,2,4,3,2
1960,College,Married,29000,1,1,55,13,2,14,8,7,4,2,4
1985,College,Single,30000,1,0,87,64,4,23,7,5,4,3,4
1985,College,Single,30000,1,0,87,64,4,23,7,5,4,3,4
1986,Graduate,Single,30000,1,0,22,68,7,20,10,5,4,3,4
1980,Graduate,Married,31000,1,0,44,155,1,8,0,1,4,4,4
1956,College,Divorced,31000,1,1,80,23,1,8,0,8,4,2,3
1971,Graduate,Single,31000,1,0,27,284,0,17,8,3,4,9,4
1954,College,Single,32000,1,1,76,41,0,7,0,0,4,2,3
1973,Graduate,Married,33000,1,0,38,239,3,47,0,7,4,7,6
1958,Graduate,Single,33000,1,1,81,62,1,16,3,2,4,2,4
1977,College,Married,34000,1,0,68,72,7,19,13,1,4,4,3
1988,College,Single,34000,1,0,12,5,7,8,19,14,4,3,4
1988,College,Single,34000,1,0,12,5,7,8,19,14,4,3,4
1975,College,Single,34000,1,0,92,100,2,43,23,7,4,5,5
1958,College,Divorced,35000,1,1,53,36,0,7,2,2,4,3,3
1968,College,Single,35000,2,0,89,51,23,27,33,0,4,5,3
1961,College,Married,36000,1,1,9,65,0,15,4,3,4,3,3
1985,College,Married,36000,1,0,13,56,4,25,17,1,4,4,3
1953,Graduate,Divorced,37000,1,1,43,100,2,16,2,1,4,3,2
1958,Graduate,Single,37000,1,1,44,26,1,16,2,2,4,3,4
1975,College,Married,37000,1,1,65,39,1,16,2,0,4,3,3
1967,Graduate,Married,37000,1,1,49,88,3,7,4,1,4,3,4
1960,Graduate,Single,38000,0,1,19,233,0,8,0,0,4,5,5
1970,Graduate,Married,38000,1,1,70,77,2,12,0,1,4,3,2
1968,Graduate,Single,38000,1,1,2,58,0,6,2,0,4,3,4
1966,Graduate,Married,38000,1,1,30,38,4,7,4,2,4,3,3
1971,College,Single,38000,1,1,84,43,5,9,7,6,4,3,3
1977,College,Single,38000,2,0,28,173,8,36,7,2,4,7,3
1972,College,Single,39000,1,0,21,125,17,17,3,19,4,5,4
1952,Graduate,Single,40000,1,1,52,45,12,17,25,22,4,3,4
1985,Graduate,Single,40000,1,0,73,171,3,43,26,24,4,6,6
1960,Graduate,Single,41000,1,2,33,24,4,7,0,2,4,3,3
1968,Graduate,Single,41000,2,1,37,59,0,7,4,2,4,3,4
1976,College,Divorced,41000,0,1,30,229,27,24,13,3,4,7,5
1978,College,Single,42000,1,0,46,131,0,16,2,1,4,3,4
1975,College,Single,42000,1,1,26,48,9,15,3,15,4,2,4
1984,Graduate,Married,42000,1,0,71,116,11,24,3,17,4,4,5
1964,College,Divorced,42000,0,1,68,315,0,10,4,0,4,5,3
1981,College,Single,42000,1,1,35,48,13,19,24,15,4,3,4
1975,College,Married,43000,0,1,30,213,2,15,0,2,4,4,5
1974,College,Married,43000,0,1,98,192,5,18,0,5,4,6,4
1950,Graduate,Divorced,43000,1,1,11,209,0,13,3,2,4,6,4
1972,Graduate,Married,44000,0,1,69,516,0,7,0,0,4,8,7
1952,College,Single,44000,1,1,48,95,11,12,0,4,4,2,5
1946,Graduate,Single,44000,0,1,62,284,0,18,0,6,4,6,5
1973,Graduate,Divorced,44000,1,1,20,79,7,19,6,3,4,3,4
1971,College,Married,44000,1,1,18,96,1,14,12,3,4,3,4
1970,Graduate,Married,44000,1,0,85,167,2,21,24,13,4,4,6
1975,Graduate,Single,46000,1,1,86,57,0,9,0,0,4,3,2
1975,Graduate,Single,46000,1,1,86,57,0,9,0,0,4,3,2
1975,Graduate,Single,46000,1,1,86,57,0,9,0,0,4,3,2
1953,Graduate,Single,46000,2,1,87,189,2,18,0,5,4,6,4
1956,College,Divorced,46000,0,1,34,244,8,11,7,2,4,3,8
1972,College,Single,46000,0,1,28,233,20,19,8,20,4,7,5
1964,College,Single,46000,0,1,97,138,33,29,28,24,4,3,7
1967,College,Single,47000,1,1,20,153,4,19,0,9,4,5,4
1966,Graduate,Single,47000,1,2,86,100,1,13,6,1,4,3,3
1951,Graduate,Single,47000,0,1,70,172,12,37,8,0,4,6,5
1951,Graduate,Single,47000,0,1,70,172,12,37,8,0,4,6,5
1965,College,Single,47000,0,1,89,171,45,24,59,10,4,3,8
1953,College,Married,48000,0,1,95,359,0,45,13,26,4,6,8
1975,College,Single,48000,0,1,80,162,61,28,97,57,4,4,8
1960,College,Single,49000,0,1,1,283,10,13,0,13,4,7,4
1964,College,Married,49000,1,1,15,144,1,11,2,1,4,4,4
1963,Graduate,Divorced,49000,0,1,29,386,23,32,54,41,4,2,5
1957,College,Single,50000,0,1,3,292,6,12,0,3,4,6,6
1966,Graduate,Single,50000,1,1,77,80,3,9,4,2,4,3,3
1949,Graduate,Single,50000,0,1,5,520,8,74,32,49,4,10,7
1949,Graduate,Single,50000,0,1,5,520,8,74,32,49,4,10,7
1953,College,Married,51000,0,1,45,443,10,25,0,10,4,8,8
1978,College,Married,51000,1,1,37,183,2,21,7,2,4,3,5
1973,College,Married,51000,1,1,38,235,6,15,8,9,4,5,6
1949,Graduate,Single,52000,0,1,39,380,0,16,6,0,4,7,7
1960,College,Married,52000,0,1,32,293,6,8,13,6,4,6,5
1969,College,Married,52000,0,2,56,295,106,90,75,98,4,6,12
1976,College,Married,53000,1,1,4,173,4,10,3,6,4,5,4
1957,College,Married,53000,0,1,93,714,8,33,11,0,4,10,5
1956,College,Married,53000,0,1,86,176,72,33,136,21,4,5,12
1957,Graduate,Divorced,54000,0,1,48,267,3,10,4,0,4,5,5
1956,College,Single,54000,1,1,74,84,10,11,11,10,4,3,4
1965,Graduate,Married,54000,0,1,64,378,0,29,19,4,4,8,3
1977,College,Married,54000,0,1,46,652,8,53,21,0,4,11,5
1963,College,Single,54000,1,1,49,109,18,16,24,26,4,3,5
1976,College,Married,54000,0,1,50,407,53,74,58,150,4,4,6
1952,College,Single,54000,0,1,94,263,5,78,69,41,4,5,8
1970,Graduate,Married,55000,1,1,72,293,0,29,4,11,4,7,5
1976,Graduate,Married,55000,0,1,6,462,61,61,10,53,4,7,9
1977,College,Married,55000,1,1,0,63,6,19,13,13,4,2,5
1977,College,Married,55000,1,1,0,63,6,19,13,13,4,2,5
1965,Graduate,Single,55000,0,1,49,664,58,28,32,0,4,7,10
1959,College,Married,55000,0,1,51,173,13,44,32,3,4,6,6
1957,College,Married,55000,0,1,28,161,28,45,32,3,4,3,6
1963,College,Single,56000,0,1,83,509,0,22,7,11,4,7,9
1953,Graduate,Single,56000,0,1,65,320,48,44,39,72,4,6,10
1953,Graduate,Single,56000,0,1,65,320,48,44,39,72,4,6,10
1971,College,Divorced,56000,0,1,34,235,65,55,50,49,4,7,7
1975,College,Single,56000,0,1,32,384,60,121,119,101,4,11,8
1968,College,Single,57000,0,1,35,691,7,20,10,0,4,10,7
1975,College,Married,57000,0,1,33,1171,43,73,19,14,4,6,13
1964,Graduate,Single,58000,0,1,77,691,0,23,10,0,4,2,3
1979,College,Single,58000,1,0,83,191,56,46,51,8,4,4,8
1969,College,Single,58000,0,1,0,266,21,100,65,8,4,8,6
1971,College,Single,58000,0,1,5,493,26,69,116,80,4,8,12
1956,Graduate,Single,59000,0,1,25,962,12,65,16,24,4,7,13
1977,College,Divorced,60000,0,1,14,691,7,23,0,7,4,2,7
1971,Graduate,Married,60000,0,1,81,637,47,79,12,19,4,6,7
1961,College,Married,61000,1,1,92,201,2,14,3,5,4,5,5
1961,College,Married,61000,1,1,92,201,2,14,3,5,4,5,5
1964,College,Married,61000,0,1,2,522,0,86,32,16,4,2,8
1951,College,Single,61000,0,1,23,240,90,72,63,6,4,4,10
1975,College,Married,61000,0,1,47,563,76,128,84,192,4,6,13
1980,College,Married,61000,0,1,17,269,129,165,182,43,4,9,4
1972,Graduate,Married,62000,0,1,93,371,22,13,6,0,4,6,7
1956,Graduate,Married,62000,0,1,52,301,7,25,10,0,4,6,7
1970,Graduate,Married,62000,0,1,81,330,5,53,36,27,4,4,9
1952,College,Single,62000,0,1,26,523,7,45,37,14,4,8,10
1972,College,Married,63000,0,1,53,441,35,28,7,29,4,4,12
1959,Graduate,Divorced,63000,0,1,37,1063,89,34,16,12,4,9,6
1960,College,Single,63000,0,1,78,571,50,47,33,50,4,4,13
1960,College,Single,63000,0,1,78,571,50,47,33,50,4,4,13
1956,College,Married,63000,0,1,40,478,0,64,110,75,4,8,11
1964,Graduate,Single,64000,0,1,93,928,63,85,0,12,4,5,10
1953,Graduate,Single,64000,0,1,8,948,10,29,13,21,4,6,11
1973,Graduate,Single,64000,1,1,30,141,11,38,15,14,4,4,7
1966,College,Single,64000,0,1,45,977,12,84,16,12,4,4,12
1966,College,Single,64000,0,1,45,977,12,84,16,12,4,4,12
1989,College,Single,64000,1,0,70,218,63,94,137,35,4,5,12
1965,Graduate,Single,65000,0,0,3,890,63,97,0,25,4,8,7
1950,Graduate,Single,65000,0,1,9,508,5,7,7,5,4,7,7
1971,College,Married,65000,1,0,47,303,0,93,60,147,4,8,11
1959,College,Married,65000,0,1,29,258,107,97,84,37,4,10,13
1969,Graduate,Single,65000,0,1,57,960,28,61,220,70,4,9,6
1971,College,Married,66000,0,1,56,1090,12,32,16,12,4,3,11
1969,College,Married,66000,0,1,96,346,17,16,23,13,4,8,6
1951,Graduate,Married,67000,0,1,67,815,8,18,11,0,4,2,9
1952,College,Married,67000,0,2,51,615,28,86,12,48,4,6,13
1975,College,Single,67000,1,1,18,452,18,34,16,18,4,4,12
1969,Graduate,Single,67000,0,1,81,1298,0,23,37,14,4,7,10
1970,College,Single,67000,0,1,33,371,159,65,58,106,4,4,6
1962,College,Single,67000,0,1,80,747,10,54,65,40,4,4,9
1970,College,Single,67000,0,1,29,846,84,117,91,56,4,9,8
1960,College,Married,68000,0,1,8,530,142,72,62,9,4,7,13
1975,Graduate,Married,69000,0,1,41,674,62,45,0,26,4,7,13
1973,College,Single,69000,0,1,41,399,27,53,58,8,4,4,5
1970,College,Married,69000,0,1,61,726,53,121,123,107,4,8,13
1954,College,Divorced,70000,0,1,46,1073,0,83,153,14,4,7,5
1957,College,Married,71000,0,1,95,495,33,85,11,33,4,6,9
1977,College,Married,72000,0,1,59,548,31,141,0,112,4,5,11
1959,College,Single,72000,0,1,16,931,56,84,91,98,4,9,7
1971,Graduate,Divorced,74000,0,1,70,1121,0,24,0,12,4,10,10
1961,Graduate,Single,75000,1,1,48,505,72,90,36,27,4,9,12
1961,Graduate,Single,75000,1,1,48,505,72,90,36,27,4,9,12
1977,College,Married,75000,1,1,94,555,82,86,93,61,4,10,12
1956,Graduate,Single,77000,1,1,72,492,19,37,16,12,4,6,10
1975,College,Single,77000,1,1,38,355,30,59,90,138,4,9,7
1966,College,Single,86000,1,1,78,957,47,165,82,47,4,5,6
1977,College,Single,667000,1,0,23,9,14,6,8,1,4,3,3
1976,College,Married,8000,1,0,19,7,0,7,13,7,5,4,2
1958,HS,Single,15000,1,1,76,6,12,6,21,6,5,2,3
1960,Graduate,Single,17000,1,1,96,18,2,6,0,2,5,3,4
1960,Graduate,Single,17000,1,1,96,18,2,6,0,2,5,3,4
1976,Graduate,Married,17000,1,1,50,20,2,8,3,1,5,3,4
1960,Graduate,Married,31000,0,1,6,179,8,28,19,11,5,1,9
1963,Graduate,Single,34000,1,1,49,132,0,16,0,0,5,3,4
1952,College,Single,34000,1,1,69,135,1,14,10,1,5,3,3
1971,College,Single,35000,1,1,8,199,33,20,8,3,5,5,5
1971,College,Single,35000,1,1,8,199,33,20,8,3,5,5,5
1970,Graduate,Married,36000,1,1,48,130,0,16,0,0,5,3,4
1954,Graduate,Married,37000,0,1,50,223,2,10,0,2,5,5,4
1968,College,Divorced,37000,1,1,72,43,4,7,8,0,5,2,4
1983,College,Single,37000,1,0,32,275,0,29,10,23,5,6,5
1978,College,Married,37000,1,0,74,47,90,31,123,103,5,9,5
1982,Graduate,Single,39000,1,0,20,172,3,38,16,0,5,6,5
1975,Graduate,Married,40000,0,1,84,80,4,15,0,17,5,2,5
1969,College,Single,41000,1,1,30,154,0,17,6,11,5,3,3
1969,College,Single,41000,1,1,30,154,0,17,6,11,5,3,3
